tenure,MonthlyCharges,TotalCharges,avg_charges_per_month,charge_increase,Charges_consistency,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4+yr,Churn
-1.2861451872261143,-1.488054443674343,-1.002749302758447,10.1,10.1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.2861451872261143,-0.47496618620342734,-0.9893449707129833,25.35,25.35,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.607062093178246,1.597712740556741,2.613475791329742,112.9931506849315,0.10684931506848727,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
-0.022913839443928746,0.8171365421775109,0.2636744094451096,87.93333333333334,1.6666666666666572,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1.2861451872261143,0.3139140142862202,-0.9789071711693845,37.225,37.225,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.5663126948626918,-0.5779358123726024,0.47286988661365936,46.91388888888889,0.68611111111111,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
-0.715653610808353,0.335504419773305,-0.5055364811310548,71.971875,3.128124999999997,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.5883271352893868,1.0031461894508595,0.9937490453114852,95.0625,0.13750000000000284,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0
0.058584957187179994,1.086186210555033,0.4870213453632965,97.42857142857143,0.27142857142857224,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0.7105753302360499,1.2904646624712994,1.1936713616223533,98.39019607843136,5.459803921568636,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
-0.9194006023861249,-1.494697645362677,-0.924300998820241,18.063636363636363,1.9363636363636374,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.0008993990172337,0.9001765632816843,-0.690823903766056,81.10555555555555,10.99444444444444,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
-0.38965842428391806,-1.5063232483172613,-0.8196153629766515,18.204166666666666,1.4458333333333329,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
-1.041648797332788,0.3288612180849715,-0.7960369231655324,61.31875,13.581250000000004,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.38965842428391806,0.6394308970145799,-0.1466739456647117,82.00416666666666,2.245833333333337,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1.607062093178246,0.8619781535737647,1.9120336876850696,91.12945205479451,-0.17945205479450976,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.1044126360750375,0.6693253046120825,0.11165609946065297,82.4483870967742,2.701612903225808,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.06366323775948311,-0.48493098873592827,-0.3171946287348741,49.378125,1.0218750000000014,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
-1.2046463905950056,1.426650297082144,-0.8738040233440512,78.4,29.549999999999997,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
-0.3489090259683637,-1.4847328428301763,-0.8094852038406535,18.398,1.902000000000001,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1.1995681100227022,0.3089316130199696,1.0531016696636128,74.57222222222222,-0.2722222222222257,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0
0.1808331521338431,-0.8237342748409557,-0.3748991794748543,38.126315789473686,2.0736842105263165,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.1995681100227022,-1.5212704521160125,-0.5177981488054297,17.835714285714285,1.3642857142857139,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
-0.8786512040705705,0.2823588062666342,-0.6636636506378703,65.97916666666667,7.520833333333329,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.9194006023861249,-0.9549375081855498,-0.847259051031067,34.0,2.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1808331521338431,1.2256934460100444,0.5465058156043956,93.29868421052632,8.601315789473688,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
1.607062093178246,-1.3252960023101632,-0.224990403713946,24.519178082191782,0.580821917808219,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
-0.5526560175461356,0.6560389012354145,-0.2856175383261339,82.5975,2.1525000000000034,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
-1.2861451872261143,-1.5079840487393448,-1.0030129945363906,9.8,9.8,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
-0.38965842428391806,0.2873412075328848,-0.2896608122546017,68.44791666666667,5.202083333333334,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
0.4253295420271693,1.4797959105888148,1.1112017580705082,109.7784090909091,-0.22840909090909634,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
0.5475777369738324,0.9931813869183589,0.9321989894764948,94.10531914893616,0.7946808510638448,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
-0.9601500007016792,-1.4814112419860093,-0.9307174987502007,18.41,1.9899999999999984,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.3489090259683637,-1.5046624478951778,-0.7944987211275284,19.762,-0.062000000000001165,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0
-1.0008993990172337,1.167565431237123,-0.6123316511981926,100.94999999999999,-0.799999999999983,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
-0.9194006023861249,0.6958981113654179,-0.6342839917119931,78.05454545454546,7.895454545454541,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5663126948626918,0.19433638389621016,1.1741142214248734,69.07499999999999,1.7750000000000057,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
-1.1231475939638966,-1.1459295567251486,-0.9381448171622774,27.866666666666664,2.6333333333333364,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.34383074539606057,0.6228228927937453,0.4270534401959676,77.94166666666668,5.808333333333323,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1.0365705167604848,0.2192483902274622,0.8475099801269581,71.69915254237289,-0.09915254237289162,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
-1.2046463905950056,0.16444197629870802,-0.9147421718697873,55.1125,14.837500000000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
1.4033151016004741,-1.5146272504276788,-0.4472386238907015,18.88529411764706,0.5147058823529385,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
-0.7971524074394618,-1.1343039537705644,-0.8384253764699582,28.150000000000002,2.6999999999999993,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.2861451872261143,-1.488054443674343,-1.002749302758447,10.1,10.1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1.5663126948626918,1.1692262316592064,2.1566297860425414,100.125,0.07500000000000284,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
-1.0008993990172337,-0.34044135201466647,-0.819109953735593,48.672222222222224,6.077777777777776,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
-0.1859114327061462,0.8719429561062655,0.0799032145332838,85.64310344827587,5.606896551724134,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1.5663126948626918,-1.36681601286225,-0.2767618894501964,23.22361111111111,0.62638888888889,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1.4033151016004741,1.7720967848755051,2.4181900554477145,114.76691176470588,3.583088235294113,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1
1.2403175083382567,0.8104933404891773,1.4484635420603087,87.46328125,1.9367187500000114,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0
-1.1231475939638966,0.5181924662024865,-0.8289983954084762,69.25833333333334,11.341666666666654,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.1808331521338431,0.461725251851649,0.29670180463253915,78.34078947368421,0.5592105263157947,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0.832823525182713,1.5545319295825708,1.5416785855633537,107.58796296296296,4.212037037037035,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
-0.8379018057550162,-0.6792446381196942,-0.8004098118164297,36.96923076923077,7.580769230769228,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.5255632965471373,-1.5046624478951778,-0.4220560590970925,18.8943661971831,0.8056338028168994,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
-1.2046463905950056,0.3122532138641368,-0.9107428465709766,57.3875,17.012500000000003,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.7564030091239073,0.5862852835079091,-0.4908356645107018,79.0,3.6500000000000057,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1.158818711707148,-0.7074782452951129,0.17346984707358687,43.49274193548387,0.20725806451613238,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
-1.163896992279451,0.7789381324695913,-0.8487313301245851,74.13,14.320000000000007,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
-1.2861451872261143,0.8503525506191802,-0.9718094674797372,45.3,45.3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-0.9194006023861249,-1.1741631639005676,-0.8835606191279624,26.49090909090909,3.15909090909091,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.38965842428391806,-0.32217254737174844,-0.4472386238907015,53.50833333333333,1.7916666666666643,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.2266608310217006,-1.4747680402976753,-0.7559118242884556,20.780357142857145,-0.18035714285714377,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1.607062093178246,0.44677804805289767,1.4856440827503494,77.83904109589041,0.6109589041095944,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1.3625657032849199,-0.47994858746967795,0.46704669318407266,50.21716417910448,0.332835820895518,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0.09933435550273437,1.4930823139654827,0.6506860422069266,105.06666666666666,4.88333333333334,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
-1.2861451872261143,-0.6543326317884421,-0.9917181967144751,22.65,22.65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-0.8379018057550162,0.2757156045783002,-0.6477102980722855,63.69615384615384,9.603846153846156,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.26741022933725495,-0.6759230372755272,-0.5033390496481919,42.83518518518518,1.8148148148148167,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.5934054158616899,-0.9898143170493026,-0.7447268980406833,31.963157894736838,3.2368421052631646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
-1.2046463905950056,-1.1691807626343174,-0.9701394195527613,23.6,6.199999999999999,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.4033151016004741,-1.476428840719759,-0.42122103513360454,19.75588235294118,0.7941176470588225,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
-0.8379018057550162,-1.4847328428301763,-0.9129622523686682,17.26923076923077,3.0307692307692307,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.022913839443928746,0.6958981113654179,0.1436067532214797,79.65454545454546,6.295454545454547,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
-0.9601500007016792,0.6660037037679153,-0.6835504055577797,74.65,10.399999999999991,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0.7920741268671586,0.5264964683129039,0.7812793952334699,76.97264150943397,3.8773584905660243,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
-0.6341548141772443,-1.4930368449405937,-0.8631245063373373,18.772222222222222,1.2777777777777786,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1.5255632965471373,-0.6559934322105255,0.4230541148971569,45.97816901408451,-0.7281690140845072,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1
-0.7564030091239073,0.6975589117875013,-0.5000429024238975,77.60333333333332,8.396666666666675,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.5934054158616899,-0.11623329503339824,-0.5337075527413573,57.23421052631579,4.265789473684208,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
0.5475777369738324,-0.14114530136465026,0.25998272455389987,61.56170212765958,-0.8117021276595793,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
-0.7971524074394618,1.0961510130875338,-0.4676088137368408,88.41785714285713,9.58214285714287,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
-0.5526560175461356,0.455082050163315,-0.3545509639435437,74.755,3.9450000000000074,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-1.2046463905950056,0.2026403860066275,-0.9178625245754526,53.3375,17.762499999999996,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1.1995681100227022,-1.473107239875592,-0.4761348478903489,19.340476190476192,1.3095238095238066,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0.22158255044939748,-1.488054443674343,-0.6882089603014491,18.869230769230768,1.3307692307692314,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
-1.041648797332788,-1.519609651693929,-0.9622726148441121,14.0375,5.2125,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0.5475777369738324,-0.3105469444171641,0.17008580258997785,57.2095744680851,-1.5595744680851027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
-0.8379018057550162,0.44179564678664707,-0.6120240107905917,69.9423076923077,8.357692307692304,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.9194006023861249,-1.5079840487393448,-0.9283662470635374,17.222727272727273,2.3772727272727288,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
-0.9601500007016792,0.2923236087991349,-0.7020967272731428,70.42999999999999,3.3700000000000045,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.3489090259683637,-0.46001898240467626,-0.45097425741156844,51.028,0.12199999999999989,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
-1.163896992279451,0.8852293594829335,-0.8510386331815912,73.08,18.570000000000007,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.5475777369738324,0.6394308970145799,0.679340548743459,81.86382978723404,2.386170212765961,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1.4033151016004741,0.9118021662362689,1.6871924983585362,90.30661764705883,2.143382352941174,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
-0.7564030091239073,0.5132100649362364,-0.5119090324313572,75.80333333333333,4.646666666666675,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
